acc,loss,val_acc,val_loss
0.9468434796923916,0.16191014559738645,0.9871175651964934,0.0416831071193303
0.949327054858074,0.15288254125749592,0.9817834353965261,0.05501146052046207
0.9476646609631816,0.16093502999184137,0.9746377053468124,0.07939361326693409
0.9478449212150531,0.15882507430774825,0.982789874508761,0.053578724953062505
0.950829217734197,0.15532430499300248,0.9834943798141204,0.05608350914848995
0.9489064511151062,0.15688062240941902,0.9840982409491055,0.05491762644057904
0.9504286417249036,0.15103719096515608,0.9842995331771132,0.049337733958753335
0.9497076031718952,0.15281906014613053,0.9808776357035706,0.06041247906514268
0.9496074602822046,0.15319601107437084,0.9856079043685526,0.04780399883537135
0.9486661030875244,0.15364828309800224,0.9853059709935948,0.0416360407176873
0.9521110651298624,0.1467333104293701,0.9872182076391967,0.03951043782053866
0.9489665365509451,0.1534932382730715,0.9851046878358592,0.04239778779278361
0.9512498236164759,0.1490190387651995,0.9848027548928192,0.04538126655118675
0.9515702863129988,0.14828187601747966,0.9829911602580029,0.05112704116365184
0.9535731707526942,0.14267457308457498,0.9778583136157714,0.06531647576417342
0.950348527084614,0.14947747306811984,0.9875201410141544,0.03810015874172466
0.9533127943038023,0.142185181355442,0.9819847211457681,0.05614692108466061
0.9512498241035512,0.15039923225040477,0.9815821448961893,0.05433234141505175
0.9522894901741479,0.1452482730440087,0.979166690422141,0.06332373600858061
0.9515915900621756,0.1479100453753366,0.98429953188136,0.047411800579815776
0.9538736031560099,0.14054157941482343,0.9814814994300621,0.05639565742804088
0.9546947851239861,0.13913565306919656,0.9831924468710802,0.054862312198130654
0.95279204547453,0.14403729872236962,0.9836956694506217,0.04638637317702228
0.9518306601068527,0.14845824514871903,0.972725463518198,0.07974341037291763
0.9521310939904952,0.14691992045586555,0.9838969586552053,0.0508223903193341
0.9555560250233389,0.13832186571800056,0.9866143486638,0.035944308002438884
0.9561368622873059,0.13339751748228768,0.986413058595381,0.039514724502636905
0.9532727376330913,0.13875173100151994,0.9881240043087282,0.03888618615557156
0.9549151030875727,0.14128096494972922,0.982286655816479,0.057172419872823295
0.9544344099739618,0.14171860838257297,0.9810789197251417,0.0588380348905786
0.9566175531756513,0.13418785496344027,0.9872182106626206,0.040459215231037335
0.9560968045851413,0.13440820772067713,0.9845008241093677,0.048436208879085854
0.9538135154949055,0.1404746124833378,0.9880233614341073,0.035844811164112624
0.9569179873362582,0.13531338337207763,0.9837963144848312,0.050541563976920494
0.9552756228081749,0.13947139748104576,0.9819847215776858,0.05790391542267162
0.9561368612749533,0.13383542540760887,0.9909420371919438,0.02847155220376368
0.95603671910155,0.13539499952222814,0.9836956664271976,0.05179515130568188
0.9561769200276725,0.13396507383086487,0.9866143447765405,0.03935916725532624
0.9576991099307332,0.1306050558131444,0.9845008228136145,0.046207261216097875
0.9549551611908581,0.137950056291158,0.9858091948688894,0.04648463012974547
0.9577391703070366,0.13040230641978098,0.984098244836365,0.04750838033024869
0.9577129600886309,0.12809344327683836,0.9844001764836519,0.04743367081180728
0.9581462732200212,0.1291916269792281,0.9817834341007731,0.052541101103365094
0.958099687238894,0.1275628775377898,0.9876207882079525,0.03296732503762199
0.9572384490968325,0.13192603510619882,0.9915459009184353,0.027129506256998233
0.9566175534430652,0.1334357249140596,0.9893317347851353,0.03210312813567673
0.957799255465911,0.12832106156174694,0.9824879394061323,0.05307652472191072
0.9592613592168456,0.12812788886604706,0.9865137014700018,0.04230593416360679
0.9571583328520596,0.12923273421403755,0.9883252956729004,0.03716588852314643
0.958780667898728,0.12762758094012175,0.9912439709988193,0.025623693202615486
0.9585803817182259,0.12695323983620702,0.9903381764888763,0.031346530328754445
0.9580596306254859,0.12782454448161915,0.9892310914785966,0.0337943683506624
0.9592413310438486,0.12457366893717091,0.9896336672962576,0.03228188306683728
0.9594616495231618,0.12395370960700586,0.9885265814221423,0.034463508309378034
0.9590811024604556,0.12583097237260932,0.9860104832096376,0.042741640158793955
0.9597821111595797,0.12071862214084782,0.9864130594592163,0.037743343853567174
0.95886078355137,0.12398412819618103,0.9851046874039415,0.04849612730997277
0.9592413313876664,0.12292505156781845,0.9890298044336014,0.03252867346484403
0.9599223135182766,0.12129996728914286,0.9797705532847971,0.05711442316659605
0.9601025719651044,0.12049114225876076,0.9856079056643058,0.04197249454412393
0.959101128752005,0.12341680872004716,0.9903381764888763,0.03279848411161304
0.9596419087531303,0.12105314807237828,0.990438822818839,0.031973442933319704
0.9608836969090012,0.12116044677795174,0.9901368864204573,0.028141828558400975
0.961965255048905,0.11721257432239324,0.9885265827178955,0.032802057848143246
0.9616247632816384,0.12116439353469911,0.9884259411390277,0.03248319771744824
0.9615246195706051,0.11667135396222883,0.9833937412586765,0.046035587070577276
0.9608436400854823,0.1224752009369193,0.9886272260244342,0.03446046779762306
0.9604230336874766,0.12075168005149156,0.9856079030727994,0.04434251109647659
0.9609237547066708,0.11911553982048367,0.9898349569327589,0.028590329034014376
0.9617649658408958,0.1175611308004192,0.9904388184996619,0.02741081702803005
0.9620253411723796,0.11692850084050456,0.9878220774125361,0.03636349832969785
0.9622456583432749,0.11541349943930203,0.9891304486039756,0.03515022779659679
0.9628465233027143,0.11330179365176007,0.9877214319464089,0.035273338707697076
0.9621254856092505,0.11601821047684724,0.9904388189315796,0.030739225707846977
0.9628465247543896,0.11711159862185151,0.9848027527332306,0.04579198212308836
