acc,loss,val_acc,val_loss
0.790858840849355,0.8265936669631372,0.9126409179922463,0.26687059843021893
0.8807683148993034,0.38592666385409125,0.9185789244762366,0.2525552085506311
0.894688364109384,0.328121998168121,0.9337761864282083,0.2047347190209489
0.9020189212369835,0.3031961464527096,0.9486715210520703,0.1509969368091096
0.9112321909106975,0.2750282377623018,0.9434380272160405,0.17329148809169082
0.9155984808668611,0.26322066586329146,0.9517914864464082,0.14747500751653445
0.9193438745484752,0.2494018883219783,0.9559178987274999,0.14095063810574188
0.9230692400952941,0.23631680434657162,0.9391103283218716,0.19833557799026585
0.9254727015279841,0.23069715145017317,0.9532005048316458,0.14369747618996148
0.9265342305780431,0.22287916292106183,0.9672906869563503,0.100705564842033
0.9292982108717908,0.21548064436630415,0.9605475301327913,0.11568649509327783
0.9324227107237822,0.20604304678169863,0.961453325074652,0.11932119506451747
0.9324627688461686,0.2057229903044752,0.9528985723205234,0.15257352737682886
0.9362281916462789,0.20171765426489868,0.9733293289723604,0.08004214183049466
0.9367489415356564,0.19370433523686312,0.9535024403661921,0.1514989307379701
0.9381910186321226,0.1939337047721556,0.9641707163789998,0.10838562138108672
0.9384513945748382,0.1891452319964234,0.9743357676526775,0.07985137434730279
0.940674595220829,0.17762568915593205,0.9668881094110184,0.10090052082365297
0.9394328059953024,0.18386811052252516,0.9717190235421278,0.0823893910003961
0.9411953447568381,0.17938505140373606,0.9612520384615746,0.12468758529133123
0.9437990950346185,0.1727144108454571,0.9653784455596537,0.10539332858583741
0.9442597589628797,0.17157766811712022,0.9737319039261859,0.079980557291782
0.9449006805739291,0.1689069144042175,0.9728261072566544,0.08633512504520299
0.9468234502682795,0.16613867026442586,0.9702093605545984,0.09852654100530714
0.9476446328092856,0.16190178474141864,0.9734299714150636,0.08060929911427092
0.9477848353589924,0.16011309508515406,0.970511295657227,0.08765069024461875
0.9473642291519967,0.16032197759805333,0.9779589564903922,0.06367348642189703
0.9494872862015602,0.15445475358181113,0.9731280419273652,0.08444743063570796
0.9504486711872177,0.15160820960008864,0.9780596019565195,0.06607623463597796
0.9521310939809448,0.1471300258600696,0.9738325519838195,0.0762695598591497
0.9500480941655716,0.15110873963899923,0.9795692597610363,0.059162249455424164
0.951670431103238,0.1482878752584627,0.9776570257069408,0.070275951301733
0.9515702854439037,0.14702497858212696,0.9789653968983802,0.06769887713016942
0.9530924786896378,0.144533883139164,0.9784621769103451,0.06623105755737187
0.955535996506524,0.1377730481062449,0.9797705515571262,0.06635023019802959
0.9523714391720293,0.14411053185880499,0.97594607308291,0.07268837225147644
0.9560166869459961,0.13824312794211033,0.9745370594487675,0.08204984048928093
0.9543943528830289,0.1390697508283345,0.9704106493272643,0.08708762923302804
0.9580932033680358,0.132741458908593,0.9799718386021213,0.06054568230140738
0.9573244309868852,0.1312628133996671,0.9819847211457681,0.055115312423921474
0.9551955051881307,0.137100068008728,0.979669909114423,0.06026599585817641
0.9591612163176045,0.12795819622891116,0.9828905134961226,0.051105408905667886
0.9549151027342043,0.13393013778327223,0.9857085468112559,0.045386744968498635
0.9578793713095631,0.12854282971485873,0.9757447881975035,0.07323100934466482
0.9596619363435471,0.12475990162924483,0.9737319060857745,0.08083727422669745
0.9587406109701535,0.12724857321067237,0.9722222456897515,0.08995629378688941
0.959902283215519,0.12561535025503445,0.9734299696873927,0.07904996148283606
0.9593014185616955,0.12378415190957234,0.969001635261204,0.10185417078732364
0.9590811011902397,0.12735804006608942,0.9770531611166139,0.07569357237704369
0.9603429183595514,0.12043566025669396,0.979971836010615,0.0659435618756528
0.9605632359697696,0.1207256643873074,0.9844001799389936,0.045616588292076536
0.9629162895232869,0.11463752930167988,0.9848027527332306,0.04608942575472663
0.9611129173775985,0.1194780630658717,0.9831924464391626,0.051711069970000266
0.9620053118819745,0.11802910125273133,0.9854066143001335,0.045202474318195025
0.9615045899363822,0.11652567727839554,0.9800724806129069,0.0626089709719805
0.9613643891821685,0.12134843366959265,0.9857085494027622,0.04657072265146543
0.962986726177138,0.1136805487426881,0.9816827894984812,0.05322395075632232
0.961264243981258,0.1176961450169764,0.9845008189263551,0.04757755619905673
0.9618450803856803,0.11596328230251503,0.9793679696926172,0.06115367170423269
0.9629867253271438,0.11203995919828923,0.9828905113365339,0.04956918306297798
0.9616447921327207,0.11581635652007015,0.9774557373661926,0.06695942897720775
0.9633071864478349,0.11106814649251529,0.9823872930761697,0.05703781493534536
0.9647692917077477,0.10879767118724702,0.9837963136209957,0.047779982233001596
0.9648494066918551,0.10675663757686361,0.9851046848124352,0.04346284812208319
0.9658508485392335,0.1041113015230249,0.9816827912261521,0.05707444766016704
0.9644888894352808,0.1084867514442474,0.9804750551348147,0.06219995473899568
0.9651898963675631,0.10756887303284156,0.9859098368796749,0.039132189776864834
0.9638880228618077,0.11120270410837046,0.9880233631617781,0.03567432392088264
0.9639881686835006,0.10985177830431686,0.9820853635884713,0.059281191292583295
0.9669324063353194,0.1012020875829496,0.9835950244164121,0.04689387357760005
0.9661913396379654,0.10491544063991103,0.9889291585355565,0.037221506152781185
0.9659710199361886,0.10204364030409,0.9825885840084242,0.05504770259511239
0.9644688598106084,0.10819503841893334,0.9772544472977736,0.06743242156833572
0.9665718865765152,0.10395302074625455,0.9813808561235234,0.057531529010874154
0.9652377745775393,0.10668823687072511,0.9853059731531835,0.042434754469718755
0.9686497987234264,0.09682688317016709,0.9825885853041774,0.05591760365485612
0.9684345679985294,0.0967676591070211,0.9806763464989869,0.05900992990380315
0.9668122327226493,0.1013666626161922,0.9859098390392635,0.043524630741465946
0.9677994145611865,0.09948483318820467,0.9738325519838195,0.08350281660492276
0.9678680475244467,0.099231408300527,0.9808776331120643,0.061608825691729326
0.9679739050348682,0.09718133605208723,0.987822073093359,0.034814166277140866
0.9676534434175514,0.09954701232765824,0.987822073093359,0.03604451275706473
0.9683197487671712,0.09825235798482593,0.9871175639007402,0.03592895962081957
0.9695117272403165,0.09347605201180646,0.9846014643924824,0.049551751823974366
0.968394509952547,0.09666400474517525,0.9866143447765405,0.04151409499995087
0.9694204499639076,0.09402304685940316,0.9870169227537902,0.041091928128203704
0.9699928049784275,0.09082865425138516,0.9841988859833151,0.05108023237140066
0.9688952320891492,0.09462188999619985,0.9851046886996947,0.04592013913645423
0.9693759238656907,0.09564300803096057,0.9835950274398362,0.04732259941385195
0.9693158359085209,0.094267428365244,0.9837963131890781,0.0450503022310432
0.9701971056235561,0.0903863103577843,0.9786634639553402,0.06539505724272138
0.9702972510727795,0.08951081571337376,0.9802737715451614,0.06356729994497626
0.9696362995982953,0.09353225517399016,0.9829911606899207,0.04986978769622932
0.9703973946405553,0.08979947641453091,0.9884259394113568,0.03947328767179093
0.9696763548937349,0.09236801993128696,0.9849033960397693,0.050772991550215724
0.9712185767613396,0.09099273745148438,0.9866143477999646,0.04544543320367086
0.9710383160128423,0.08821935680415974,0.9884259372517683,0.033497511902722814
0.9710383149527373,0.08935064948695919,0.9866143473680469,0.046791210056086864
0.9710383179611435,0.08749079849668584,0.9889291576717211,0.0365507646743883
0.9696963844420035,0.09533366393578456,0.9841988846875619,0.05376350596434086
